Location	Start	End	mRNA	GENE #				
Chr_11	388174	389231	ID=mRNA7586	gene7583	Name=wlab.237884.1_mRNA	proteinid=7655	annotator=automatic	
Chr_11	392216	392947	ID=mRNA7587	gene7584	Name=wlab.248156.1_mRNA	proteinid=7657	annotator=automatic	
Chr_11	395335	396709	ID=mRNA7588	gene7585	Name=wlab.237880.1_mRNA	proteinid=7659	annotator=automatic	
Chr_11	397662	398630	ID=mRNA7589	gene7586	Name=wlab.237878.1_mRNA	proteinid=7661	annotator=automatic	
Chr_11	398767	400817	ID=mRNA7590	gene7587	Name=wlab.237877.1_mRNA	proteinid=7662	annotator=automatic	
Chr_11	400934	402494	ID=mRNA7591	gene7588	Name=wlab.237876.1_mRNA	proteinid=7663	annotator=automatic	
Chr_11	402605	403631	ID=mRNA7592	gene7589	Name=wlab.237875.1_mRNA	proteinid=7664	annotator=automatic	
Chr_11	405198	406963	ID=mRNA7593	gene7590	Name=wlab.237874.1_mRNA	proteinid=7666	annotator=automatic	
Chr_11	411736	413562	ID=mRNA7594	gene7591	Name=wlab.6757.1_mRNA	proteinid=7670	annotator=automatic	
Chr_11	413999	415591	ID=mRNA7595	gene7592	Name=wlab.248157.1_mRNA	proteinid=7671	annotator=automatic	
Chr_11	421990	422950	ID=mRNA7596	gene7593	Name=wlab.237870.1_mRNA	proteinid=7674	annotator=automatic	
Chr_11	429134	430052	ID=mRNA7597	gene7594	Name=wlab.8736.1_mRNA	proteinid=7677	annotator=automatic	
Chr_11	432129	436989	ID=mRNA7598	gene7595	Name=wlab.237867.1_mRNA	proteinid=7679	annotator=automatic	
Chr_11	437514	440850	ID=mRNA7599	gene7596	Name=wlab.6763.1_mRNA	proteinid=7681	annotator=automatic	
Chr_11	447514	448192	ID=mRNA7600	gene7597	Name=wlab.1905.1_mRNA	proteinid=7685	annotator=automatic	
Chr_11	450495	454915	ID=mRNA7601	gene7598	Name=wlab.237860.1_mRNA	proteinid=7687	annotator=automatic	
Chr_11	455445	456415	ID=mRNA7602	gene7599	Name=wlab.6767.1_mRNA	proteinid=7689	annotator=automatic	
Chr_11	456471	457499	ID=mRNA7603	gene7600	Name=wlab.3193.1_mRNA	proteinid=7690	annotator=automatic	
Chr_11	457647	459791	ID=mRNA7604	gene7601	Name=wlab.237856.1_mRNA	proteinid=7691	annotator=automatic	
Chr_11	460920	462771	ID=mRNA7605	gene7602	Name=wlab.237854.1_mRNA	proteinid=7693	annotator=automatic	
Chr_11	466575	468827	ID=mRNA7606	gene7603	Name=wlab.237851.1_mRNA	proteinid=7696	annotator=automatic	
Chr_11	468859	469236	ID=mRNA7607	gene7604	Name=wlab.237852.1_mRNA	proteinid=7697	annotator=automatic	
Chr_11	469297	469879	ID=mRNA7608	gene7605	Name=wlab.1907.1_mRNA	proteinid=7698	annotator=automatic	
Chr_11	470170	470634	ID=mRNA7609	gene7606	Name=EuGene.1100010249_mRNA	proteinid=17840	annotator=Alexandra%20Worden	
Chr_11	470669	470959	ID=mRNA7610	gene7607	Name=est_orfs.Chr_11_3234_3201067:1_mRNA	proteinid=17841	annotator=Alexandra%20Worden	
Chr_11	471368	472981	ID=mRNA7611	gene7608	Name=wlab.248158.1_mRNA	proteinid=7699	product=Ca2%2B%3ACation%20Antiporter%20%28CaCA%29%20Family	annotator=Jian%20Guo
Chr_11	479382	481367	ID=mRNA7612	gene7609	Name=wlab.237846.1_mRNA	proteinid=7703	annotator=automatic	
Chr_11	481410	481601	ID=mRNA7613	gene7610	Name=wlab.6774.1_mRNA	proteinid=7704	annotator=automatic	
Chr_11	481616	482766	ID=mRNA7614	gene7611	Name=wlab.6775.1_mRNA	proteinid=7705	annotator=automatic	
Chr_11	484663	485706	ID=mRNA7615	gene7612	Name=wlab.6778.1_mRNA	proteinid=7708	product=Mg2%2B%20Transporter-E%20%28MgtE%29%20Family	annotator=Jian%20Guo
Chr_11	486838	488909	ID=mRNA7616	gene7613	Name=wlab.237840.1_mRNA	proteinid=7710	annotator=automatic	
Chr_11	489686	491233	ID=mRNA7617	gene7614	Name=wlab.237839.1_mRNA	proteinid=7712	annotator=automatic	
Chr_11	492552	494270	ID=mRNA7618	gene7615	Name=wlab.248586.1_mRNA	proteinid=7714	product=Essential%20Meiotic%20Endonuclease%201%2C%20MMS4-like	annotator=Valeria%20Jimenez
Chr_11	495405	495777	ID=mRNA7619	gene7616	Name=wlab.237816.1_mRNA	proteinid=7716	annotator=automatic	
Chr_11	501303	503892	ID=mRNA7620	gene7617	Name=wlab.248161.1_mRNA	proteinid=7719	product=Sulfite%20Reductase%2C%20ferrodoxin%20dependent%20with%20Nitrite%2FSulfite%20reductase%20ferredoxin-like%20domain%20%28IPR005117%29.%20Sulfite%20Reductase%20are%20known%20as%20SiR%20in%20plants.%2069%25%20identity%20with%20Sulfite%20Reductase%20%28ISS%29%20%5BOstreococcus%20tauri%5D%20NCBI%20Ref%20Seq%3A%20XP_003082168.1.%2058%25%20identity%20with%20ferredoxin-sulfite%20reductase%20%5BChlamydomonas%20reinhardtii%5D%20NCBI%20Ref%20Seq%3A%20XP_001699304.1	annotator=Valeria%20Jimenez
Chr_11	505476	506003	ID=mRNA7621	gene7618	Name=wlab.30426.1_mRNA	proteinid=7721	annotator=automatic	
Chr_11	506153	506821	ID=mRNA7622	gene7619	Name=wlab.237821.1_mRNA	proteinid=7722	annotator=automatic	
Chr_11	508568	510100	ID=mRNA7623	gene7620	Name=wlab.248163.1_mRNA	proteinid=7724	annotator=automatic	
Chr_11	510150	512265	ID=mRNA7624	gene7621	Name=wlab.6788.1_mRNA	proteinid=7725	annotator=automatic	
Chr_11	513783	514367	ID=mRNA7625	gene7622	Name=wlab.237825.1_mRNA	proteinid=7727	product=H%2B-%20or%20Na%2B-translocating%20F-type%2C%20V-type%20and%20A-type%20ATPase%20%28F-ATPase%29%20Superfamily	annotator=Jian%20Guo
Chr_11	517005	517742	ID=mRNA7626	gene7623	Name=wlab.952.1_mRNA	proteinid=7730	annotator=automatic	
Chr_11	519166	520236	ID=mRNA7627	gene7624	Name=wlab.25167.1_mRNA	proteinid=7732	annotator=automatic	
Chr_11	523409	523986	ID=mRNA7628	gene7625	Name=wlab.237836.1_mRNA	proteinid=7735	annotator=automatic	
Chr_11	524281	525214	ID=mRNA7629	gene7626	Name=wlab.237835.1_mRNA	proteinid=7736	annotator=automatic	
Chr_11	529564	532642	ID=mRNA7630	gene7627	Name=wlab.248167.1_mRNA	proteinid=7739	annotator=automatic	
Chr_11	535517	537686	ID=mRNA7631	gene7628	Name=wlab.237829.1_mRNA	proteinid=7742	annotator=automatic	
Chr_11	538493	540085	ID=mRNA7632	gene7629	Name=wlab.237827.1_mRNA	proteinid=7744	annotator=automatic	
Chr_11	541451	542946	ID=mRNA7633	gene7630	Name=wlab.237820.1_mRNA	proteinid=7746	annotator=automatic	
Chr_11	544706	545542	ID=mRNA7634	gene7631	Name=wlab.6798.1_mRNA	proteinid=7748	annotator=automatic	
Chr_11	548280	549334	ID=mRNA7635	gene7632	Name=wlab.238050.1_mRNA	proteinid=7750	annotator=automatic	
Chr_11	550678	551901	ID=mRNA7636	gene7633	Name=wlab.237810.1_mRNA	proteinid=7752	product=Flagellar%20Radial%20Spoke%20Protein%2C%20RSP16-like	annotator=Valeria%20Jimenez
Chr_11	552951	555209	ID=mRNA7637	gene7634	Name=wlab.237813.1_mRNA	proteinid=7754	annotator=automatic	
Chr_11	555277	558256	ID=mRNA7638	gene7635	Name=wlab.25176.1_mRNA	proteinid=7755	product=ATP-binding%20Cassette%20%28ABC%29%20Superfamily	annotator=Jian%20Guo
Chr_11	558604	561628	ID=mRNA7639	gene7636	Name=wlab.245995.1_mRNA	proteinid=7756	annotator=automatic	
Chr_11	561853	563407	ID=mRNA7640	gene7637	Name=wlab.237809.1_mRNA	proteinid=7757	product=Glycolate%20oxidase	annotator=Chang%20Jae%20Choi
Chr_11	563439	564308	ID=mRNA7641	gene7638	Name=wlab.237807.1_mRNA	proteinid=7758	annotator=automatic	
Chr_11	565613	567176	ID=mRNA7642	gene7639	Name=wlab.248169.1_mRNA	proteinid=7760	annotator=automatic	
Chr_11	567977	568527	ID=mRNA7643	gene7640	Name=wlab.248171.1_mRNA	proteinid=7762	annotator=automatic	
Chr_11	572724	574739	ID=mRNA7644	gene7641	Name=wlab.237802.1_mRNA	proteinid=7765	annotator=automatic	
Chr_11	580176	583821	ID=mRNA7645	gene7642	Name=wlab.237800.1_mRNA	proteinid=7767	annotator=automatic	
Chr_11	585097	585291	ID=mRNA7646	gene7643	Name=wlab.976.1_mRNA	proteinid=7769	annotator=automatic	
Chr_11	585393	586925	ID=mRNA7647	gene7644	Name=wlab.25182.1_mRNA	proteinid=7770	annotator=automatic	
Chr_11	590895	592539	ID=mRNA7648	gene7645	Name=wlab.2840.1_mRNA	proteinid=7772	annotator=automatic	
Chr_11	592754	594503	ID=mRNA7649	gene7646	Name=wlab.237795.1_mRNA	proteinid=7773	annotator=automatic	
Chr_11	596385	598953	ID=mRNA7650	gene7647	Name=wlab.8744.1_mRNA	proteinid=7775	annotator=automatic	
Chr_11	600787	601446	ID=mRNA7651	gene7648	Name=wlab.6809.1_mRNA	proteinid=7777	annotator=automatic	
Chr_11	602588	603987	ID=mRNA7652	gene7649	Name=wlab.237793.1_mRNA	proteinid=7779	annotator=automatic	
Chr_11	604050	605248	ID=mRNA7653	gene7650	Name=wlab.248173.1_mRNA	proteinid=7780	annotator=Jae-Hyeok%20Lee	
Chr_11	605323	608100	ID=mRNA7654	gene7651	Name=wlab.237792.1_mRNA	proteinid=7781	annotator=automatic	
Chr_11	610622	612137	ID=mRNA7655	gene7652	Name=wlab.237791.1_mRNA	proteinid=7783	annotator=automatic	
Chr_11	615936	616997	ID=mRNA7656	gene7653	Name=wlab.6813.1_mRNA	proteinid=7785	annotator=automatic	
Chr_11	618720	621971	ID=mRNA7657	gene7654	Name=wlab.6814.1_mRNA	proteinid=7787	product=Glycoside%20Hydrolase%20Family%2038%20protein	annotator=Jeltje%20van%20Baren
Chr_11	624320	626055	ID=mRNA7658	gene7655	Name=wlab.237785.1_mRNA	proteinid=7789	product=folate%20receptor-like	annotator=Sebastian%20Sudek
Chr_11	627601	629163	ID=mRNA7659	gene7656	Name=wlab.248175.1_mRNA	proteinid=7791	annotator=automatic	
Chr_11	630512	631100	ID=mRNA7660	gene7657	Name=wlab.237784.1_mRNA	proteinid=7793	annotator=automatic	
Chr_11	631161	631450	ID=mRNA7661	gene7658	Name=wlab.237783.1_mRNA	proteinid=7794	annotator=automatic	
Chr_11	631983	633510	ID=mRNA7662	gene7659	Name=wlab.248176.1_mRNA	proteinid=7795	annotator=automatic	
Chr_11	638595	639782	ID=mRNA7663	gene7660	Name=wlab.237778.1_mRNA	proteinid=7798	annotator=automatic	
Chr_11	642047	643253	ID=mRNA7664	gene7661	Name=wlab.237777.1_mRNA	proteinid=7800	annotator=automatic	
Chr_11	645136	646476	ID=mRNA7665	gene7662	Name=wlab.237776.1_mRNA	proteinid=7802	annotator=automatic	
Chr_11	646723	653367	ID=mRNA7666	gene7663	Name=wlab.6821.1_mRNA	proteinid=7803	product=Voltage-gated%20Ion%20Channel%20%28VIC%29%20Superfamily	annotator=Jian%20Guo
Chr_11	656845	658407	ID=mRNA7667	gene7664	Name=wlab.237773.1_mRNA	proteinid=7805	annotator=automatic	
Chr_11	658893	665106	ID=mRNA7668	gene7665	Name=wlab.237769.1_mRNA	proteinid=7807	annotator=automatic	
Chr_11	665974	667287	ID=mRNA7669	gene7666	Name=wlab.237771.1_mRNA	proteinid=7809	annotator=automatic	
Chr_11	667356	668015	ID=mRNA7670	gene7667	Name=wlab.6826.1_mRNA	proteinid=7810	annotator=automatic	
Chr_11	670611	671271	ID=mRNA7671	gene7668	Name=wlab.25200.1_mRNA	proteinid=7812	annotator=automatic	
Chr_11	671448	672275	ID=mRNA7672	gene7669	Name=wlab.238051.1_mRNA	proteinid=7813	annotator=automatic	
Chr_11	675224	676152	ID=mRNA7673	gene7670	Name=wlab.248181.1_mRNA	proteinid=7816	annotator=automatic	
Chr_11	682585	683111	ID=mRNA7674	gene7671	Name=wlab.13914.1_mRNA	proteinid=7819	annotator=automatic	
Chr_11	686048	687993	ID=mRNA7675	gene7672	Name=wlab.25206.1_mRNA	proteinid=7821	annotator=automatic	
Chr_11	688462	693150	ID=mRNA7676	gene7673	Name=wlab.6828.1_mRNA	proteinid=7822	annotator=automatic	
Chr_11	694736	696831	ID=mRNA7677	gene7674	Name=wlab.237762.1_mRNA	proteinid=7824	annotator=automatic	
Chr_11	698254	700718	ID=mRNA7678	gene7675	Name=wlab.237760.1_mRNA	proteinid=7826	annotator=automatic	
Chr_11	707459	710730	ID=mRNA7679	gene7676	Name=wlab.237757.1_mRNA	proteinid=7830	product=Type%20II%20%28General%29%20Secretory%20Pathway%20%28IISP%29%20Family	annotator=Jian%20Guo
Chr_11	710878	712294	ID=mRNA7680	gene7677	Name=wlab.237756.1_mRNA	proteinid=7831	annotator=automatic	
Chr_11	714558	715468	ID=mRNA7681	gene7678	Name=wlab.237754.1_mRNA	proteinid=7833	annotator=automatic	
Chr_11	715567	720452	ID=mRNA7682	gene7679	Name=wlab.231757.1_mRNA	proteinid=7834	annotator=automatic	
Chr_11	722837	723443	ID=mRNA7683	gene7680	Name=wlab.237752.1_mRNA	proteinid=7836	annotator=automatic	
Chr_11	725444	727029	ID=mRNA7684	gene7681	Name=wlab.237749.1_mRNA	proteinid=7838	annotator=automatic	
Chr_11	727115	729223	ID=mRNA7685	gene7682	Name=wlab.25215.1_mRNA	proteinid=7839	annotator=automatic	
Chr_11	729829	731772	ID=mRNA7686	gene7683	Name=wlab.237748.1_mRNA	proteinid=7841	annotator=automatic	
Chr_11	732599	734882	ID=mRNA7687	gene7684	Name=wlab.6841.1_mRNA	proteinid=7843	annotator=automatic	
Chr_11	735498	737734	ID=mRNA7688	gene7685	Name=wlab.237744.1_mRNA	proteinid=7845	annotator=automatic	
Chr_11	740544	741506	ID=mRNA7689	gene7686	Name=wlab.237743.1_mRNA	proteinid=7848	annotator=automatic	
Chr_11	742698	743401	ID=mRNA7690	gene7687	Name=wlab.237740.1_mRNA	proteinid=7850	annotator=automatic	
Chr_11	746192	747364	ID=mRNA7691	gene7688	Name=wlab.237739.1_mRNA	proteinid=7852	annotator=automatic	
Chr_11	748676	749925	ID=mRNA7692	gene7689	Name=wlab.237737.1_mRNA	proteinid=7854	annotator=automatic	
Chr_11	750530	751904	ID=mRNA7693	gene7690	Name=wlab.248186.1_mRNA	proteinid=7856	annotator=automatic	
Chr_11	756450	761008	ID=mRNA7694	gene7691	Name=wlab.237732.1_mRNA	proteinid=7858	annotator=automatic	
Chr_11	761119	761523	ID=mRNA7695	gene7692	Name=wlab.6851.1_mRNA	proteinid=7859	annotator=automatic	
Chr_11	768145	769164	ID=mRNA7696	gene7693	Name=wlab.245971.1_mRNA	proteinid=7863	annotator=automatic	
Chr_11	769372	771083	ID=mRNA7697	gene7694	Name=wlab.238039.1_mRNA	proteinid=7864	annotator=automatic	
Chr_11	773169	774267	ID=mRNA7698	gene7695	Name=wlab.237727.1_mRNA	proteinid=7866	annotator=automatic	
Chr_11	775417	781261	ID=mRNA7699	gene7696	Name=wlab.237726.1_mRNA	proteinid=7868	annotator=automatic	
Chr_11	782251	783303	ID=mRNA7700	gene7697	Name=wlab.18067.1_mRNA	proteinid=7870	annotator=automatic	
Chr_11	784760	786106	ID=mRNA7701	gene7698	Name=wlab.25223.1_mRNA	proteinid=7872	annotator=automatic	
Chr_11	787320	788820	ID=mRNA7702	gene7699	Name=wlab.237721.1_mRNA	proteinid=7874	annotator=automatic	
Chr_11	790996	791981	ID=mRNA7703	gene7700	Name=wlab.237719.1_mRNA	proteinid=7877	annotator=Jae-Hyeok%20Lee	
Chr_11	793329	795139	ID=mRNA7704	gene7701	Name=wlab.237717.1_mRNA	proteinid=7879	product=Type%20II%20%28General%29%20Secretory%20Pathway%20%28IISP%29%20Family	annotator=Jian%20Guo
Chr_11	796265	796837	ID=mRNA7705	gene7702	Name=wlab.237715.1_mRNA	proteinid=7881	annotator=automatic	
Chr_11	797777	802782	ID=mRNA7706	gene7703	Name=wlab.248189.1_mRNA	proteinid=7883	annotator=automatic	
Chr_11	806825	808885	ID=mRNA7707	gene7704	Name=wlab.248190.1_mRNA	proteinid=7887	annotator=automatic	
Chr_11	817906	819054	ID=mRNA7708	gene7705	Name=wlab.237707.1_mRNA	proteinid=7889	annotator=automatic	
Chr_11	819859	820599	ID=mRNA7709	gene7706	Name=wlab.25230.1_mRNA	proteinid=7891	annotator=automatic	
Chr_11	821509	822061	ID=mRNA7710	gene7707	Name=wlab.237705.1_mRNA	proteinid=7893	annotator=automatic	
Chr_11	823492	824901	ID=mRNA7711	gene7708	Name=wlab.237701.1_mRNA	proteinid=7895	product=Myb-type%20transcription%20factor	annotator=Jae-Hyeok%20Lee
Chr_11	825564	826795	ID=mRNA7712	gene7709	Name=wlab.248193.1_mRNA	proteinid=7897	annotator=automatic	
Chr_11	827054	830168	ID=mRNA7713	gene7710	Name=wlab.237703.1_mRNA	proteinid=7898	annotator=automatic	
Chr_11	831675	835088	ID=mRNA7714	gene7711	Name=wlab.237699.1_mRNA	proteinid=7900	annotator=automatic	
Chr_11	836549	838987	ID=mRNA7715	gene7712	Name=wlab.237696.1_mRNA	proteinid=7902	annotator=automatic	
Chr_11	839884	840868	ID=mRNA7716	gene7713	Name=wlab.237695.1_mRNA	proteinid=7904	annotator=automatic	
Chr_11	843330	844663	ID=mRNA7717	gene7714	Name=wlab.237693.1_mRNA	proteinid=7906	annotator=automatic	
Chr_11	844948	847103	ID=mRNA7718	gene7715	Name=wlab.237692.1_mRNA	proteinid=7907	annotator=automatic	
Chr_11	849596	850962	ID=mRNA7719	gene7716	Name=wlab.237690.1_mRNA	proteinid=7909	annotator=automatic	
Chr_11	851149	853249	ID=mRNA7720	gene7717	Name=wlab.237689.1_mRNA	proteinid=7910	annotator=automatic	
Chr_11	853346	854147	ID=mRNA7721	gene7718	Name=wlab.248194.1_mRNA	proteinid=7911	annotator=automatic	
Chr_11	856457	857954	ID=mRNA7722	gene7719	Name=wlab.237686.1_mRNA	proteinid=7913	annotator=automatic	
Chr_11	858004	858380	ID=mRNA7723	gene7720	Name=wlab.237685.1_mRNA	proteinid=7914	annotator=automatic	
Chr_11	860219	860608	ID=mRNA7724	gene7721	Name=EuGene.1100010466_mRNA	proteinid=18058	annotator=Alexandra%20Worden	
Chr_11	861775	865130	ID=mRNA7725	gene7722	Name=wlab.237684.1_mRNA	proteinid=7917	annotator=automatic	
Chr_11	865904	867388	ID=mRNA7726	gene7723	Name=wlab.237680.1_mRNA	proteinid=7919	annotator=automatic	
Chr_11	868465	869113	ID=mRNA7727	gene7724	Name=wlab.237679.1_mRNA	proteinid=7921	product=glutaredoxin-like%20protein	annotator=Chang%20Jae%20Choi
Chr_11	869812	871099	ID=mRNA7728	gene7725	Name=wlab.1871.1_mRNA	proteinid=7923	annotator=automatic	
Chr_11	874946	877118	ID=mRNA7729	gene7726	Name=wlab.237676.1_mRNA	proteinid=7925	annotator=automatic	
Chr_11	879975	881566	ID=mRNA7730	gene7727	Name=wlab.237674.1_mRNA	proteinid=7927	annotator=automatic	
Chr_11	881649	882356	ID=mRNA7731	gene7728	Name=wlab.237672.1_mRNA	proteinid=7928	annotator=automatic	
Chr_11	883616	886758	ID=mRNA7732	gene7729	Name=wlab.237671.1_mRNA	proteinid=7930	product=WD40	annotator=Jae-Hyeok%20Lee
Chr_11	887478	887849	ID=mRNA7733	gene7730	Name=wlab.6883.1_mRNA	proteinid=7932	annotator=automatic	
Chr_11	887921	891733	ID=mRNA7734	gene7731	Name=wlab.25254.1_mRNA	proteinid=7933	annotator=automatic	
Chr_11	891837	892340	ID=mRNA7735	gene7732	Name=EuGene.1100010486_mRNA	proteinid=18077	annotator=Alexandra%20Worden	
Chr_11	896789	901730	ID=mRNA7736	gene7733	Name=wlab.237666.1_mRNA	proteinid=7935	annotator=automatic	
Chr_11	901851	902942	ID=mRNA7737	gene7734	Name=wlab.237665.1_mRNA	proteinid=7936	annotator=automatic	
Chr_11	903034	906099	ID=mRNA7738	gene7735	Name=wlab.248587.1_mRNA	proteinid=7937	annotator=automatic	
Chr_11	907842	911659	ID=mRNA7739	gene7736	Name=wlab.238041.1_mRNA	proteinid=7939	annotator=automatic	
Chr_11	916075	917125	ID=mRNA7740	gene7737	Name=wlab.1875.1_mRNA	proteinid=7942	annotator=automatic	
Chr_11	917612	918942	ID=mRNA7741	gene7738	Name=wlab.6886.1_mRNA	proteinid=7943	annotator=automatic	
Chr_11	920699	922455	ID=mRNA7742	gene7739	Name=wlab.238042.1_mRNA	proteinid=7945	annotator=automatic	
Chr_11	925265	926890	ID=mRNA7743	gene7740	Name=wlab.238043.1_mRNA	proteinid=7947	annotator=automatic	
Chr_11	930421	932451	ID=mRNA7744	gene7741	Name=wlab.237657.1_mRNA	proteinid=7950	annotator=automatic	
Chr_11	932524	934623	ID=mRNA7745	gene7742	Name=wlab.237658.1_mRNA	proteinid=7951	annotator=automatic	
Chr_11	936566	937968	ID=mRNA7746	gene7743	Name=wlab.6895.1_mRNA	proteinid=7954	annotator=automatic	
Chr_11	939564	942129	ID=mRNA7747	gene7744	Name=wlab.248202.1_mRNA	proteinid=7956	annotator=automatic	
Chr_11	943600	945172	ID=mRNA7748	gene7745	Name=wlab.237653.1_mRNA	proteinid=7958	annotator=automatic	
Chr_11	945817	947158	ID=mRNA7749	gene7746	Name=wlab.237651.1_mRNA	proteinid=7959	annotator=automatic	
Chr_11	952646	953822	ID=mRNA7750	gene7747	Name=wlab.237649.1_mRNA	proteinid=7961	annotator=automatic	
Chr_11	955621	956844	ID=mRNA7751	gene7748	Name=wlab.248204.1_mRNA	proteinid=7963	annotator=automatic	
Chr_11	959262	960595	ID=mRNA7752	gene7749	Name=wlab.1877.1_mRNA	proteinid=7966	annotator=automatic	
Chr_11	961487	963677	ID=mRNA7753	gene7750	Name=wlab.237646.1_mRNA	proteinid=7968	annotator=automatic	
Chr_11	963651	967182	ID=mRNA7754	gene7751	Name=wlab.25268.1_mRNA	proteinid=7969	annotator=automatic	
Chr_11	967970	969858	ID=mRNA7755	gene7752	Name=wlab.248206.1_mRNA	proteinid=7971	product=3-oxoacyl-%5Bacyl-carrier-protein%5D%20synthase%20II%20%5BEC%3A2.3.1.179	annotator=Magdalena%20Gutowska
Chr_11	969835	971384	ID=mRNA7756	gene7753	Name=wlab.248207.1_mRNA	proteinid=7972	annotator=automatic	
Chr_11	977506	979457	ID=mRNA7757	gene7754	Name=wlab.248208.1_mRNA	proteinid=7975	annotator=automatic	
Chr_11	980995	984399	ID=mRNA7758	gene7755	Name=wlab.2448.1_mRNA	proteinid=7977	annotator=automatic	
Chr_11	984617	986165	ID=mRNA7759	gene7756	Name=wlab.2449.1_mRNA	proteinid=7978	annotator=automatic	
Chr_11	989762	993427	ID=mRNA7760	gene7757	Name=wlab.237635.1_mRNA	proteinid=7981	product=MutS%20homolog%205	annotator=Valeria%20Jimenez
Chr_11	995908	1000111	ID=mRNA7761	gene7758	Name=wlab.237633.1_mRNA	proteinid=7983	annotator=automatic	
Chr_11	1002762	1003758	ID=mRNA7762	gene7759	Name=wlab.237631.1_mRNA	proteinid=7985	annotator=automatic	
Chr_11	1007589	1008992	ID=mRNA7763	gene7760	Name=wlab.237629.1_mRNA	proteinid=7987	annotator=automatic	
Chr_11	1010907	1012420	ID=mRNA7764	gene7761	Name=wlab.237627.1_mRNA	proteinid=7989	product=3-oxoacyl-%5Bacyl-carrier-protein%5D%20synthase%20III%20%5BEC%3A2.3.1.180%5D	annotator=Magdalena%20Gutowska
Chr_11	1012489	1014200	ID=mRNA7765	gene7762	Name=wlab.237626.1_mRNA	proteinid=7990	annotator=automatic	
Chr_11	1016035	1017444	ID=mRNA7766	gene7763	Name=wlab.248210.1_mRNA	proteinid=7992	annotator=automatic	
Chr_11	1018614	1020374	ID=mRNA7767	gene7764	Name=wlab.245822.1_mRNA	proteinid=7994	annotator=automatic	
Chr_11	1023092	1024452	ID=mRNA7768	gene7765	Name=wlab.237623.1_mRNA	proteinid=7996	annotator=automatic	
Chr_11	1024542	1025328	ID=mRNA7769	gene7766	Name=wlab.237622.1_mRNA	proteinid=7997	annotator=automatic	
Chr_11	1026751	1028552	ID=mRNA7770	gene7767	Name=wlab.237620.1_mRNA	proteinid=7999	annotator=automatic	
Chr_11	1029615	1030816	ID=mRNA7771	gene7768	Name=wlab.237619.1_mRNA	proteinid=8001	annotator=automatic	
Chr_11	1031470	1033048	ID=mRNA7772	gene7769	Name=wlab.25279.1_mRNA	proteinid=8002	annotator=automatic	
Chr_11	1034429	1035407	ID=mRNA7773	gene7770	Name=wlab.237617.1_mRNA	proteinid=8004	annotator=automatic	
Chr_11	1036684	1037458	ID=mRNA7774	gene7771	Name=wlab.237611.1_mRNA	proteinid=8006	annotator=automatic	
Chr_11	1044292	1045650	ID=mRNA7775	gene7772	Name=wlab.237614.1_mRNA	proteinid=8009	annotator=automatic	
Chr_11	1045677	1047122	ID=mRNA7776	gene7773	Name=wlab.25282.1_mRNA	proteinid=8010	annotator=automatic	
Chr_11	1049547	1050936	ID=mRNA7777	gene7774	Name=wlab.237609.1_mRNA	proteinid=8012	annotator=automatic	
Chr_11	1051018	1051730	ID=mRNA7778	gene7775	Name=wlab.1882.1_mRNA	proteinid=8013	annotator=automatic	
Chr_11	1051858	1053999	ID=mRNA7779	gene7776	Name=wlab.237607.1_mRNA	proteinid=8014	annotator=automatic	
Chr_11	1056276	1058343	ID=mRNA7780	gene7777	Name=wlab.237605.1_mRNA	proteinid=8016	product=Drug%2FMetabolite%20Transporter%20%28DMT%29%20Superfamily	annotator=Jian%20Guo
